words,sentiment_coeff
idolised,-1.4366149548845704
'subverting,1.8052838635089574
expectations',1.8851960769867915
arose,-1.7671344795939432
undeserving,-1.68519775892438
"marvel,",-1.8217520232512634
dared,-1.8666163250935819
to-date,-1.9762470805482992
iconography,-2.1092711650702265
"sloppy),",-1.4978788762816073
spitting,-1.8603917849584184
that),-2.1745211562532294
withholding,-1.5935352650954102
maneuver,-1.506748317515727
jumper,-1.484793112122601
proton,-1.5896792629777752
torpedos,-1.5068924147095861
exhaust,-1.7382519935380583
"port,",-1.9090838770860603
half?when,-2.074663592157507
obey,-1.4863878000602475
bathroom,-1.4715216469525711
"break,",-1.9383201145599944
plate,-1.5722167836829424
steamy,-1.8614925319164206
retconned,-1.4707872196474898
"""wink",-1.4244755700878686
"wink,",1.5306798290636727
nudge,1.4985254264938748
"there?""",-1.768940396121542
courteous,-1.3898841032279003
"seams,",-1.512185056928761
occasion,-1.649986398156433
director:,1.6739186561048711
genre(s):,-1.435906774654508
runtime:,1.627746081613617
min,-1.1277269411972302
starring:,2.221313068666035
billie,1.730593089816562
"lourd,",1.9886523737174409
"gleeson,",1.971538574139145
dominic,1.9596368955377514
"monaghan,",1.6884751949931727
greg,1.6143874393690627
"grunberg,",1.393475942786318
joonas,1.5771857410133943
"suotamo,",1.8394476100967694
keri,2.2557335879605853
"russell,",3.713817173783415
"nyong'o,",2.461290398801367
matt,2.358670831382246
"smith,",2.33205913626712
naomi,1.5613286640590602
"ackie,",2.6210086699824817
"isaac,",3.0542520077097204
"quest,",-2.0111520363866666
"poppins,",-2.0736993069856493
nnothing,-1.63312624163724
couraged,-1.7603929242540115
intention,-1.7621244522539967
"defects,",-1.6748838877404162
hardships,-1.6515991936914551
"overcome,",-1.9391596863810134
"improve,",-1.8031231556814655
thrive,-1.7561321340540972
adversity,-2.076902504648922
"ease,",-1.9170559554861
"kryptonite,",-1.5956234775531035
kryptionians,-1.7963934235462018
w/e,-1.484207060367555
eff,-1.6120227753244483
was),-1.7627115312597172
paints,-1.865300319312704
infuriating,-2.025015189879335
"tradition,",-2.0099985773272278
forging,-1.5081002171302582
deus,-1.2117540102421689
ex,-1.1668484723457893
machina,-1.3267432507655115
"attempted,",-1.8396373117069416
oldschool,-1.4747003895520163
“let’s,-2.2435645564836473
”,1.5330983718480646
yarn!,-1.457224396027656
objective/moral,-1.731650277435927
resistance's,-1.6751860204254865
roses,-1.5312248816409517
79%,-1.435078285792553
12%,-1.364754465416072
4%,-1.8595771420310319
bite,-1.7456543352962184
"expectations!""",-1.772940521436262
obsolete!,-1.561598639329772
dreadnought,-1.3416467091454665
float,-2.285300316134207
magnets,-1.5263082062849138
supporters,-1.960160871202451
telling!,-1.6572042036313408
incoherent!,-1.7087744374883604
tran,-1.3422786414488574
floated,-1.6881461856019762
telepathy,-2.041199868501898
shtick,-1.9853509333753236
(kelly,1.6842416952790398
tran),1.9965436776434469
(john,2.1183962727079293
boyega),1.9346641521094528
head-scratching,-1.9698981677124503
(laura,1.795329342852369
dern),1.7763894548710684
affectionately,1.6699573818090707
(oscar,1.527832362273391
isaac),-1.3930906067877966
mutiny,-1.3652205777006892
onboard,-1.4426871172286235
"100,000",-1.7481898100878792
hand-to-hand,-1.9868183058039635
"suicide,",-1.4632550271356866
frenchise,-1.8169582581385162
disgraced,-1.945581458537968
chore,-1.7189654443359499
already?,-1.3141328443838682
"anyways,",-1.5759671937397188
"dern,",-1.4969949199459198
"snoozefest,",-1.6236151661283118
"shit,",-1.3862144477318197
want's,-1.901898528771822
ifs,-1.7689904508381278
"ridiculous),",-1.552624131562834
ie,-1.8027185558772068
"""attempting""",-2.1176026356461874
before),-1.5192085605303844
plains,-2.358400876468804
cowered,-1.7664069833782075
obliterate,-1.7778014320301398
guts,-1.6707069418708669
backsroyes,1.5019817775448363
",,",-1.5169686413845036
"hours,",-1.4870349856859797
"gravity,",-1.3717212380650488
fuel,-1.350149690497102
"restrictions,",-1.307660386673911
leila,-1.2638463477061233
light-speed,-1.8566784989148046
"btw,",-1.4109982547232258
cargo,-1.8358799213248869
planet?,-1.7809528788101998
makings,-1.7871161104360138
lapsed,-2.0763863302245875
truths,-1.6502021452287692
unprofessionally,-1.5272977727390156
visionless,-1.5686404554588707
intent,-1.574329477893199
quit,-1.8095952566986302
ambicious,-1.7111245339451475
tl;dr,-1.8701680083850742
surprisings,-1.792657149687857
byte,-1.9076027286394546
recommendable,-1.6507131235219852
suffocated,-2.086689595216375
improvisation,-1.7020911572864752
herd,1.6563248937801074
"rotten,",-1.1310097157286696
rotten!,-1.3464300177200534
"happend,",-2.008402242150795
special!!,-1.3784129875011633
digs,-2.0987156785759593
war?,-2.792585695882333
profiting?,-2.442827772289596
fray?,-1.753897109663903
breathless,-1.5599161281581728
"fandom,",-1.627447405727317
smelled,-1.8158998511610303
🤣,-1.8132729907807008
disregard,-1.1956534427643157
audience/critic,-1.5751044663943856
"scores,",-1.6660041669453802
movie/s,-1.8766677468663933
chills,-1.6446887315390282
unrefined/choppy,-1.9961059527077207
glam,-1.7283372551610667
ew,-2.628211163890721
disrespecting,-1.9771215837864038
"momentum,",-1.6596278618901015
wrost,-1.5895803026229638
unknowing,-2.399259208635853
all!!!!!!!!,-1.8988899402343975
proceeds,-1.5378347108200958
fingers,-1.8017057698389864
caricature,-1.6680528415674287
thrilling!,-1.5533311850030218
interrogating,-1.6640811048812778
virtues,-1.5666085544707804
12/29/19,-1.6082875899301663
millennial,-1.732519160626839
complain!,-1.7690774463085834
reviews!,-1.4375339904501399
"bombs,",1.9149642384875512
"pranks,",1.7915283903681911
feeds,-1.7457970400253582
perception,-1.3827146264075696
self-perceived,1.6566728571527505
cleverness,1.6179204038114965
"""subvert",-1.32147153235105
8th,-1.442496896970893
tracking,-1.3366938569626077
"beacon,",-1.2623826049893772
tracked),-1.638343216862683
idea?,-1.6149621760203003
procured,-1.7126216369023815
excised,-1.9952907465040826
impacting,-1.7082929248699295
"likewise,",1.8695409262533385
"ackbar,",-1.8707568502519933
reasons?,-2.8415156515559925
holdo's,-1.3300841785683637
discernable,-1.8933755884476002
"star-wars-world-breaking-for-no-purpose-other-than-a-""cool""-shot",-1.3747023736781456
manuveur,-1.3953885868982652
capstone,-1.5326201794469305
"character,""",-1.7135686301716404
hubris,-1.6624733106626302
"track,",-2.0703416492060445
"anyone,",-1.426789069078037
"world-killing,",-1.454327021426139
"child-slaughtering,",-1.4185169514165965
wife-murdering,-1.3941189791893214
world-breaking,-1.3777797531313007
synopsis,-1.4734679770643389
correction,-1.6931978168626072
stink,-1.5699414448668916
enthuasm,-1.679830978347065
produciton,-1.7662804458246015
compass,-1.6020928021882979
shoehorning,-2.1657608375648514
fundamentals,-1.7366498603353873
(bombers,-1.5937153462032996
unshielded,-1.6254150755665577
(hux),-1.476248189224767
"""social",-2.0713260402295752
~master,-1.5654253640152287
(along,-1.8606070318599712
tissue,-1.9974276660092392
⭐⭐⭐⭐⭐,-1.9979263653850026
ben?,-1.5265554021649121
akbar,-1.50183414755886
screen?,-1.5818170473201227
cranky,2.1889664974801404
leia’s,-1.5037280578338112
hyperspeed,-1.9418640779112977
revolt,-2.058967026998104
haha,-1.8996160514410236
"""jedi-like""",-1.5671500553768969
"cameo,",-1.4942718021501409
a-hole,-1.8127267016591901
weaponize,-2.018769607303424
murderer,-1.5175716486379571
sisters,-1.785970272082903
wrong?,-1.7571475784314563
steamroller,-1.8442409401631978
austin,-1.6068216137270095
"mediocre,",-1.3355466021798048
expresses,-2.0721653717216224
intentionally,-1.5845430603550588
regurgitated,-1.507269921116473
vii),-2.281988893324354
"""space-trash",-1.625748268455134
dissatisfying,-2.4855076404515124
"disillusionment,",-2.012469448826631
whatnot,-1.7586930085343362
goofie,-1.334279458006937
zinger,-1.3531384872418855
"rules,",-1.51911834902658
numbered,-2.1014226844839525
(saw,-1.978660773389482
chocking,-2.12135126137565
idiology,-2.223005898844088
becsuse,-1.9026619493221393
equals,-1.5928775608153942
"2"",",-1.4437708597290357
warms,-1.6266223565767137
"technically,",-1.4024966014709255
(knights,-1.8282044471103018
luke),-2.0343724164970456
finn),-1.632569853665311
butchered,-2.352028117336742
"slower,",-2.2350120486580347
"character-focused,",-1.9991725553984538
action-oriented,-2.0797743261429105
"action-adventure,",-2.133204926506738
"matches,",-1.3418590442332952
"“disneyfied”,",-1.7421311313411523
what’s,-2.232269146771685
"terrific,",-1.5013737308693642
anybody's,-1.854370122017507
"zero,",-1.5225120327916506
audacioso,3.1920164790063033
trazendo,3.2734137006221586
tasteless,-2.4282520079718717
animals?,-1.7065212049938872
mediations,-2.093296731547799
"subversion,",-1.740206562215902
suprising,-2.02567603638284
(5),-2.1173141493597596
attack?,-2.062624720376514
individualism,-1.5810257734750734
"intention,",-1.5085046932531276
blatanly,-1.7425366555522772
precede,-2.1846643843775815
"vacuum,",-1.8168509415992034
continuum,-1.9406138860629196
there’s,-1.423721682684911
anything?,-1.7371521465807307
(*which,-1.5638206959809082
pains,-1.7537267517566588
burial,-1.774982230127708
(almost),-1.3566943191947987
teachers,-1.377485448649182
trashed,-1.8704818199153577
injection,-1.9757574085548884
sidelined,-1.3676076357603286
"""legends""",-1.253480594294285
*wayyyy*,-1.547612079793974
"role),",2.5191614006452543
"tepid,",2.4473281996207157
"course-correcting,",2.0702662099612477
"""fan""-fearing",1.8096199147264251
cling,-1.7416645266944655
deviates,-1.5235380407047403
f***,-1.6704290146078444
ryan?,-1.7986067630318634
"skywalker,""",-1.7473426344208791
vison,-1.5633991889300733
angered,-1.514335012695535
characteter,-2.047600452742888
who?,-1.792580339418625
skills?,-1.859195821176135
chase!,-1.9476995482500177
"casino,",-1.8530138234468057
"nope,",-1.932469674961958
visually;,-1.526669854739185
attracting,-1.9519137529639945
>,-1.2625442900386221
"bosta,",1.8376069971437525
frustrante,2.120986742624243
desrespeitoso,2.955560319561381
pues,2.1614515123129223
"buena,",2.524210009019197
tenía,4.278161467159668
expectativas,4.474062593552026
cabos,3.964501932404718
sueltos,3.9266834944828646
explicar,3.425444540699405
cuales,2.8348275473300464
crea,3.894571315360612
daña,4.066602492598894
personalidad,3.5600070096242917
presentado,2.902169808046394
anteriormente,2.8190500822393743
asesina,2.7980725539747757
antagonista,3.300438346084451
cuál,3.4905989756167086
inconclusa,3.543485991613466
convirtiéndola,3.98950325809823
hueco,3.5369572009605132
"argumental,",3.148992737830208
centrándose,2.708493111286556
dejando,3.013720851650811
"protagonistas,",3.661637238384663
peleas,3.6036479191972854
ridículas,3.505610567871723
relevancia,3.180165008669998
prácticamente,2.298849723639166
escribir,2.3778020953481365
novela,2.84410584363659
habría,2.711602474043202
cambios,3.015671919693685
aquí,3.2199918417054074
leía,3.263459801232637
cuáles,3.781601280431443
casi,4.213692006543007
insatisfecha,3.917490303805051
dejándome,3.998951934633424
dudas,3.8271762139995036
respuestas,3.671420245636271
contrarian,-2.0739190356414525
clingiest,-1.7663559441330943
desecration,-1.991971761523919
thrillers,-2.0154566403981455
incomprehensible,-1.6194456083135025
fraction,-2.2196619794580124
wikkipedia,-1.6271500143404467
"ani,",-1.5434398313576383
smacking,1.9659637231127984
scraping,2.0341884314621277
chalkboard),2.025377770136904
cumulative,-1.520998883051472
fools?,-1.566480377750214
fiery,-1.8124522194865944
flashback,-1.8410415677915992
worse!),-1.9936367483143786
ep8,-1.7727584065230513
"„critics""",-1.9252538312960723
commercial-free,-1.7188333882150635
bookend,-1.8940746472378562
dp,-1.883100076260709
"deaf,",-1.6528587652650004
pray,-1.6530411473386322
👍🏻,-1.3157923351468397
react,-1.9829534679815186
site,-1.786470616936095
site!,-1.6508015607099549
grumpiness,-1.7627071989890561
hopelessness,-1.8098115448404786
"""hero's""",-1.6669685489438764
regroup,-1.8382343484976629
"ix,",-1.9719910877702898
jonhson,-1.5774899644036429
avenues,-1.8687839353683664
proposed,-1.733120622318043
boldness,-2.0391331352358004
astonished,-2.186394066133131
mini-series,-2.12983379620045
clueless,-2.420714638041835
ashes,-2.3745186620339083
usual),-1.1545231594121583
"positive,",-1.6372486268761073
constructive,-1.745506204431976
annihilated,-2.037079959287986
(get,-2.0252861596526768
"later),",-1.9170576287418188
"dreadnought,",-2.116535160312421
"dead,",-1.3450905219884441
"milking,",-1.8871398776752344
milks,-2.045800371825396
sexist?,-1.6226218582071052
what!,-1.594305775951462
46%,-1.6280393189041091
"pay,",-1.9740829675388547
refunds,-1.8671832125054515
"guys""",-1.3383273198480383
back?,-1.5257831938622832
control?,-1.6964832229680307
once?,-1.9963599073368883
"abuse,",-1.2229006357885994
"slavery,",-1.2211199421345456
"labor,",1.3179593245733092
cruelty,1.6067351237671699
"animals,",1.4062719977134037
charge?,-1.7593790800395528
"eu,",-1.8382765711394722
it!),-1.554027442903271
b-wings,-1.352965972473231
a-wing,-1.8221304104460403
"""bombers,",-1.5595611197855073
"formation!""",-1.6570464450309397
non-functioning,-1.6331208840059621
tie-fighter,-1.5934708392023207
stupidest,-1.6984129070830087
tosses,-1.9780577368680528
sacred,-1.740105225842306
cliff!,-1.7874518065088694
crabby,-2.008172134515175
"crabby,",-1.8513093265789289
crazy!,-2.4355027408193486
"""manbabies"")",-1.9188714575599368
failures:,-1.5304908399130044
"island,",-1.7269493673669474
sobbing,-1.7506188191781766
fluently,-1.6151562313835441
lessons?,-1.5157048862914442
"challenge,",-1.9091142564355321
"sexist,",-1.4399554323395227
advertised,-1.5033668406246181
switches,-1.571353120310698
wakes,-1.5417894986691323
bacta,-1.5232820275803993
weirdest,-1.6542991989599556
semi-serious,-1.8505105525465453
tracked,-1.5307438612043502
"hyperspace,",-1.7585350214670643
tie-fighters,-1.6984269449952338
worry!,-1.9745302561225782
"ahead,",-1.6386821960029472
codebreaker,-1.8282661980306216
(supposedly),-2.0197518333890443
code!,-1.7977945565381583
wierdo,-1.760081404342783
"weirdo,",-1.5508402787169384
finn!,1.5357762368525976
"commander,",-1.4707677876385041
"coma,",-1.9746398648516035
bafflingly,-1.5915414836894528
"mutiny,",-1.9056260851000215
"plan!""",-1.800206961275528
moral?,-1.6131810925654027
blindly,-1.6184528490700145
orders!,-1.4837245663813343
course!,-1.4806432246396959
guard,-1.5524811103341638
one-manned-fighter,-1.7703023040130645
missiles,-1.8669401977671958
rehash-just-with-salt-hoth-also-known-as-crait,-1.790364269464535
"binoculars,",-1.6860306060755312
"at-ats,",-1.5155699724161795
"snowspeeders,",-1.5254328336547296
trenches:,-1.6734059022110306
rian!,-2.194474214223584
battering,-1.6292379212020804
ram,-1.3732909890557428
"blast-door,",-1.5800141432796193
goofed,-2.007356512135838
nothing!,-1.6310925135907075
possible-to-be-breached,-1.766682429289314
snipe,-1.697944488056001
"door!""",-1.8017314178376034
trenches!,-1.5738690763480132
woman!,-1.7499988186459048
aarrgh!!!!,-2.1129437460606915
impersonation,-2.193926068128508
"training),",-1.9864450528450397
wahoo!,-1.861251951130642
would!,-1.2862195193469372
psychopath!,-1.8377468637812113
"decision,",-1.7077107541560521
hux!,-1.7107742900476932
"""they",-1.4549332553650904
"ship!""",-1.6329483580378075
guts!,-2.226680137040505
debating,-1.9707436864450865
wham!,-1.5535696722833234
quote:,-1.9577590954240862
heck!,-1.8510164307465433
rose's,-1.760282136773335
"""love's",-1.5270409972655372
"better!""",-1.5752001918115288
character!,-1.791785529456535
finalized,-1.8857386282555042
trenches,-1.8447830656049538
"unusual,",-1.6242662072567482
patting,-1.7507798093332574
celebrating!,-1.9311365530941496
"""stop",-1.6067416965258434
"celebrating,",-1.6563821421006288
not-stolen,-1.598843277197879
characterisations,-1.7267206608209984
treads,-1.6151642995360183
"happening,",-1.7265029042938902
cantobite,-2.092343010690321
'inner,-1.6541447119643993
"anywhere,",-1.8173798859184944
increase,-1.517184816357561
homes,-1.868648948969157
dismal,-1.609154269049556
"inventive,",-1.9796330916609353
"saga"",",-1.4714881755305176
wherein,-1.6130579760199855
resistance:,-1.9642748675081534
discouraged,-1.5105236083991136
distancing,-1.6485306635033385
tee,-2.081305963790249
"patient,",-1.5948364520763378
"""greatness",-1.857683761236282
undone,-1.6110329279212345
pooh,-1.6758038849480241
"proclaims,",-1.78479382225278
royalty,-1.899839213950391
aristocracy,-2.0935177501808466
spectators,-2.3483492859266795
tldr;,-1.7113261426714224
repercussions,-1.5942913677155348
execs,-1.7668002288723066
structural,-1.6054354594699047
relay,-1.618173341904863
wherever,-1.9006858890373322
(interesting,-1.6996199601242734
upsetting)?,-1.7194773788303739
saga?,-1.8717014512534127
butchering,-2.303725385691175
contributed,-1.8993896893184603
out-of-left-field,-1.6412247147763486
anti-capitalist,-1.6772592058123368
"(leia,",-2.0832045059345474
ect),-2.0105912617489103
rose?,-1.8932635116404335
leia/others,-2.017588419687333
ren?,-1.3657441956920993
disrespects,-1.7354940072157927
bravo,-2.294053726501687
lorr,-2.497265807483102
anti,-2.1896327164629383
paradoxical,-2.101089368212027
shrouded,-1.667450057858971
evils,-1.647228921880376
incrível!,2.3814662309905263
fizeram,2.803771700727471
erro,3.383851326919984
depressed,-1.344348279820008
satisfies,-1.5081614738754956
curiosity,-1.2986497835476847
ten-fold!,-1.3856545746490083
buttons-up,-2.162428772549479
deathly,-1.3478724449712847
hallows,-1.3361186978029864
minimum,-1.928473438466878
"set,",-1.4002883954114613
101,-1.7212263839088016
"teller,",-2.1122050808990984
"twice,",-1.6290063925783687
(attack,-1.82679100352719
snokes,-1.452069530972967
do-over,-1.7826497850117538
ray-kylo,-1.8024928931568465
spans,-2.115108385291864
storywriter,-1.7503813788750224
"mechanic,",-1.6462800325402271
poes,-2.090336022999554
"anyone""",-1.6232717137458916
pixar's,-1.8444372425630275
snail,-1.5341776062722376
superwoman,-1.933273393512
clarify,-2.449507574575735
"salt,",-2.0678218158640918
"""laurel",-1.6872826174138695
hardy,-1.6755921614839309
"space""",-1.7894584892442913
couch,-1.5946906316213147
dignified,-1.6741249140469172
insulted,-1.5758265875945887
carre,-2.0914516246876644
"""training""",-1.8216012256292864
grave,-2.020204269585135
"terrible,full",-1.956395352740384
usless,-1.7804353429121857
quests,-1.4966900015098945
fantasticly,-1.5191414691455085
"junk,",-1.6725977688431835
revolutionizing,-1.8614242269341486
over-permeate,-1.9548070155196093
psychologically,-1.6608256198173232
jokey,-1.6058843955682205
-the,-1.5046079852758631
"""fuel""",-1.5011426617774322
storyline-,-1.5683548721223235
-even,-2.1414592073671646
hate;,-1.9475880558771166
"great-,",-1.7843718435741047
"re-watch,",-1.8440937676073303
prospects,-1.4525782902485276
"disney+,netflix,",-1.3743944859583461
hulu,1.450225346647095
amazon,1.44004560951408
"brian,",-1.6045421656839773
analogies,-1.6724037931418216
ours,-1.8734281765170728
flopped,-2.476971579447298
"gems,",-1.7708138953599053
romance/drama,-1.9129876724701682
1-dimensional,-1.9473736946338167
contradictory,-1.3997053465528033
#thelastjedi,-1.8651559227876784
"gorgeous,",-1.7347051227716574
reinforces,-1.6305480623067876
against/with,-2.016477941368753
"kylo/ben,",-2.0374618773088593
kylo/ben,-1.6289051780507353
evoked,-1.6132439940755943
ancestors,-1.7651048488538537
decedents,-1.533950625806189
"""ex",-2.1166500709083107
"machina""",-1.9263184444665373
corner?,-1.8197514270176953
enslave,-1.8031237607375552
cartoon?,1.5545515160432337
*dusts,1.6833520409036595
off*,1.9364912567278598
roadmap,-2.3733673976702843
unquote,-1.7068997378570046
dares,-1.8062263942939587
who’s,-1.9620205020837256
disgust,-1.5684751401476877
“fans”,-1.4511765360962279
"threats,",-1.7506580221740702
bullying,-1.4284086178351054
sickening,-2.0403078754464934
twitter,-1.5875649403534713
stinks,-2.2219099543326464
wretch,-1.9117900425789098
evaporates,-1.7922910802960395
jedi!!,-1.6106600037742684
(any,-1.5950825665263535
"geezus,",-2.0675272363120945
legit,-1.9027741779793854
"trend,",-1.4712599678411673
"""like""",-1.7161758366925863
"didn't,",-1.6844340234897561
helper,-1.4970143544694121
"honorable,",-1.8411232597996887
diversion,-1.7250249337767114
crestfallen,-1.7931391633587022
"""mold""",-1.8674554283347076
myth-like,-1.7236779095391535
justifiable,-1.6267144742450068
pitfall,-1.601657713122939
"crazed,",-1.5663026059158338
hot-headed,1.590667925089819
"patronizing,",-1.79801599055181
"purpose,",-1.7136058067897735
"critical,",-1.7770552604203596
critic's,-1.723816171142666
"script,but",-1.6512527787020028
"""tone""",-2.053592496557023
cosmic,-1.2918294200788325
message:,-1.7635369527242484
entity,2.178912627706302
"doers,",-1.8072709495332602
"ironically,",-1.7653442380675282
inanimate,1.7203157900849222
"objects,",1.7569699829917969
enlighten,-1.7201274623057405
dissolved,-1.753403157645087
metaphysical,-1.683623459147188
enigma,-1.83391873359406
"coherence,",-1.9018317222343688
attributed,-1.9032118570835572
infuse,-1.7264499610084303
forceconfuson,-1.6009355734032984
nodding,-1.7626069098118453
‘knowing',-1.6468025341698587
(am,-1.787972851547753
claiming,-2.0542063976650424
sequência,3.170236041795246
"interessante,",3.404651959556696
deu,3.7615194065219892
clareza,4.344589675796347
vai,4.440816007773631
"assim,",3.7235311803208617
ficou,3.401025985402344
ideia,2.1488360470919203
"clássicos,",4.23551530134956
agrada,4.219474350146477
contrapartida,4.912133671361405
pelo,3.951459052411469
fato,3.8887799251125608
longo,4.030878884103577
cansa,3.4230366664664613
trilha,3.2512738995815367
estavam,4.527561255547147
ótimos,4.202091520573033
foram,2.6917267357447163
pontos,4.454658030273909
saíram,2.715832985205178
"pretentious,",-1.8007378155464364
"incoherent,",-1.2972409815210817
tbd,-2.197516730767583
"choice,",-2.065989871173188
explain:,-1.7148618717777897
room:,-1.8015686808838824
"with),",-1.7927184435377899
flashbacks,-1.886629512010616
second:,-2.0162725316458023
(closely,-1.4523115724522446
framing,-1.857569741695358
force-bridge,-1.777280319778582
third:,-2.4083398648678465
cord,-1.8573317090893913
instead:,-1.9071885037954897
nobody's,-1.848285943352841
dameron's,-1.6976965050008557
show!),-1.3849317647173505
student-teacher,-1.7218823498324596
''death'',-1.8714081805305265
fronts,-1.5083870395056405
hour-and-a-half,-1.8933400015449149
"overall),",-1.779753986492509
hour?,-1.9537727574155723
again;,-1.8019321222297326
"""subverting",-1.5384800761911548
embed,-1.5710435521121393
socio-economic,-1.8287611587947914
fetishizing,-1.6956226442004059
"merchandise,",-1.7637471993756035
"""critic""",-1.4802505497482086
anyway!??,-1.4222992416062343
#thankyoujjabrams,-1.3875382741859013
"message,",-1.908507005893234
patriarchal,-1.449042603007521
punctuated,-1.9610986089055666
men?,1.6477197881371746
haired,1.628482006124584
94,-1.7554272223500964
%,-1.8271524234905963
40%,-1.6766769494109695
poop,-2.1046286735618236
ocupy,-1.648010277477882
explanation?,-1.774733133435329
non-starwars,-2.5314484120731184
"imagery,",-1.3743484051780448
self-worth,-2.351318129706269
"yourself,",-1.8214446933379345
"worth,",-1.9953236388995836
maaaaan,-1.7612779881617784
:(((,-1.673636577241523
avid,-1.9660123092148394
slow-ass,-1.6917246979529248
fortress,-1.5559195454669401
outnumbered,-1.772107414792485
gunned,-1.735133736900663
out),-1.6723544030578472
mama,-1.3815183013947963
porkins,-1.9421386703168144
momma,-1.8132222276575227
celebrate,-1.8167937478504246
mourn,-1.8519200540621654
(mourning,-1.7233330421483923
tone),-1.704070390478919
unsuitable,-2.140688902649938
(90%),-1.3332468496767311
"proceedings,",-2.0435359302782743
'till,-1.7346161726016185
strolls,-1.6806843768514974
annoy,-1.7984789559728809
nullified,-1.6928360510407188
betraying,-2.2637320879181955
contradicted,-1.9403646003576969
crystal,-2.1128513968093516
one-dimensional,-1.235073411846569
caricatures,-1.531019344612422
belonging,-1.7474256599302267
bloodline,-1.7406021899532036
movie?!,-2.288144381457776
interact,-1.429442074452187
dissapointed,-1.6532581273784375
ivan,-1.6369585503461983
ortega's,-1.4047397886894428
"re-edit,",-1.3102172567096613
"errors,",-1.3100139095918357
hipe,-1.591823976820688
shite-show,-2.2822618374662342
choreographing,-1.9938673755875047
stars?,-1.6835978801204592
joyously,-1.7095496635841194
overturning,-1.7075685131718155
"disjointed,",-1.3466274929835564
"nonlinear,",-1.321791774822635
peope,-1.9371842019691576
owned,-1.8096835528342625
bestest,-2.0507742963418294
evarrrr!,-2.241083054712726
hodgepodge,-2.058131053635077
smoking,-1.9978968358054243
anecdotes,-1.6515018915751614
well-written,-2.060012459150603
"archs,",-1.3093700162377155
simbolic,-1.2903703513888953
metric,-1.5733581413401954
emotionant,-1.4027165079884258
roads,-1.676815102744974
experimenting,-1.5388687298274852
strangeness,-1.4163614142335308
-5,-1.4083670246032456
rethink,-2.0779951668032988
voted,-2.0409074531294826
40s%,-2.1842394950785393
alsolutelly,-1.4878650632434312
"tropes,",-1.5421736546861398
saga(and,-1.510024942339832
*supposed*,-2.0470606188912037
"""wabi-sabi",-2.135792404482264
italians,-1.9777965257422851
"""sprezzatura",-1.864346479439878
exaggeration,-1.6027310036635245
unkind,-1.8057427486868287
"2""),",-1.9841190900193975
malicious),-2.066174626986307
actively,-1.622546914616971
dislikes,-2.0701332227191824
unceremoniously,-1.6640035635667432
them),-2.171062109812704
lowers,-1.6070196790357842
candidates,-1.811497477982062
with),-1.753211810527351
(most,-1.6923316250273939
place),-2.1553875617960565
dissipated,-2.225547539664951
"(""extreme",-1.6498710685772648
"exertion,""",-1.5584412081650625
"suppose),",-1.6530046025380327
self-imposed,-2.0459557929277885
(another,-1.7596263236007441
machina),-1.7727136682770455
arbitrarily,-1.6321316232828795
"character),",-1.4255581768856578
"misses,",-1.5481042413950905
arbitrary,-1.5487285881787547
unchanged,-1.7721295546531024
tightly,-1.8282910494916127
woven,-1.7705302561786926
(then),-1.6034615568996229
stomped,-1.710931382998376
formula!!,-1.957732452095675
"""expectation""",-1.8102504616429702
"based,",-1.6704222361006769
"smartest,",-1.8661678377688407
re-invigorated,-1.797182405198742
persists,-1.841935112921524
selflessness,-1.873920536183205
fandoms,-1.7023306236533808
characterization-,-2.0705158851924206
accurate,-1.47633889714514
franchise-,-1.458740715238977
contemplation,-1.6137595417333748
nephew??,-1.7536986693325725
revives,-1.6941132252252962
"intimate,",-1.4865848132352157
should;,-1.9613552350243433
"parallels,",-1.3107895905060811
assinatura,2.550932654282549
ousada,3.047160898764694
crumbling,-1.6333402129437442
"soul,",-1.423726767415095
ray's,1.318652460230406
"devotion,",1.378451888494363
"deeper,",-1.7872789039782244
"raylo,",-1.8344231877287875
"thanks,",-1.916365634019358
"shoulder,",-1.8922063479990325
increases,-1.453185701734232
"""catering",-1.8534173277768997
repelled,-1.8412483913718456
auditory,-1.4367830493564298
recognized,-1.6234674344160769
bizarro,-1.7826614193116705
errol,-1.4595388802531815
flynn/kurosawa/man,1.4504202968597646
name/,-1.384838666563377
"minivan,",-1.6358471357717383
mustang,-2.102672291727055
diversions,-1.6228256736472766
"property,",-1.7878863133529557
extent),-2.0216611196139738
"backfire,",-1.8683418147013393
landing!,-2.298822013423009
mess?,-1.9444422489702506
"movie!""",-1.6019636122867145
"reviewers,",-1.7143686490998467
curve,-1.4526638369468663
snoke’s,-1.2685432871963467
force-sensitive,-1.5322049398066133
"d’etait,",-1.8100036504913282
infusion,-1.5610466773903433
"incredulity,",-1.4372330153836865
hopeful-,-1.7760228298677465
"universes,",-2.330475186037051
illogically,-1.9392507049420429
(luke),-2.2293717220092257
symbology,-1.7510743633630728
finish!,-1.7729325822331201
bombing,-1.4177967762234795
ushered,-2.209273339620236
"opiate,",-1.7160845401521745
profiteers,-1.5871006831659715
20/20,-1.7928792300948102
doings,-1.9156391160330055
terrible!!,-1.5783957635076016
critics?,-1.8120443074916242
payola,-1.9221987594053886
flops,-2.0326979057459478
"ruined,",-2.3186870753776603
(everything,-2.005630430467449
"undetected,",-1.7719346021976927
foiled,-1.720796229819669
“a,-1.5433917066080232
parking,-1.580954479126241
